"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data","zeroes.missed.messy"
"BOLOSEL",0.9027,-0.0249385250287893,-0.0240188504536292,-0.0266900218334679,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/BOLOSEL-full-run-all-sources-V2.html",76631,678
"BREEXI",0.7367,-0.0437129351403352,-0.0417053258931048,-0.0434599175202909,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/BREEXI-full-run-all-sources-V2.html",11376,5122
"BREISO",0.9878,-0.0121598374411944,-0.0114474420206179,-0.0137762665576912,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/BREISO-full-run-all-sources-V2.html",2729,5016
"CALBOR",0.3388,0.0324290111628285,0.0330789171790733,0.0316965596152222,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALBOR-full-run-all-sources-V2.html",33133,8693
"CALLAUG",0.3818,-0.0049352039698117,-0.00412394688314342,-0.00469383219995934,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLAUG-full-run-all-sources-V2.html",84795,681
"CALLDUM",0.9574,0.0181370898739857,0.0198230995218642,0.0160979374961208,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLDUM-full-run-all-sources-V2.html",13028,718
"CALLERY",0.9011,0.00571884549730874,0.00618781526107304,0.00536902101760864,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLERY-full-run-all-sources-V2.html",19222,695
"CALLGRY",0.9773,-0.00561654155115619,-0.00424450198032922,-0.00521647737578204,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLGRY-full-run-all-sources-V2.html",90625,682
"CALLHEN",0.6092,0.0388324407173701,0.0392717886937728,0.0387835993065479,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLHEN-full-run-all-sources-V2.html",74851,719
"CALLIRU",0.8632,-0.063238438236938,-0.0622261975030484,-0.0624810632808723,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLIRU-full-run-all-sources-V2.html",70027,715
"CALLMOS",0.988,0.0671458672834418,0.068014844233204,0.06629604114968,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLMOS-full-run-all-sources-V2.html",13529,708
"CALLPOL",0.972,0.115131054731928,0.115739154058713,0.114824120500435,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLPOL-full-run-all-sources-V2.html",41368,702
"CALLSHE",0.7682,-0.0564046650718749,-0.0556482667438001,-0.0560372095286186,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLSHE-full-run-all-sources-V2.html",14347,697
"CALLSPI",0.7065,0.00141077571082923,0.00206221977077969,0.00094033889068541,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALLSPI-full-run-all-sources-V2.html",15025,711
"CALNEM",0.9596,0.0479168089032386,0.0488322455677117,0.0477740931319608,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALNEM-full-run-all-sources-V2.html",2771,8671
"CALYCEC",0.8617,0.00518901646448015,0.00630231291484185,0.00590085358265055,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CALYCEC-full-run-all-sources-V2.html",34899,611
"CARTPAL",0.3308,-0.0313141965680659,-0.0297706311427319,-0.033469713001326,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CARTPAL-full-run-all-sources-V2.html",62032,3
"CELLAD",0.8229,0.00238682921706172,0.00433090540883807,0.00277363343795109,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CELLAD-full-run-all-sources-V2.html",86384,4205
"CELNEG",0.7221,-0.0203827090648978,-0.019640545210269,-0.0204278665016094,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CELNEG-full-run-all-sources-V2.html",4456,5344
"CEROET",0.9607,-0.023329514427251,-0.0224939735297456,-0.0233362995483135,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CEROET-full-run-all-sources-V2.html",9078,1114
"CERPEG",0.9383,-0.0503560206149899,-0.0498371496965282,-0.0500231713477012,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CERPEG-full-run-all-sources-V2.html",87555,694
"CERSTH",0.2734,-0.0207851777728922,-0.0201212932060133,-0.021573694799588,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CERSTH-full-run-all-sources-V2.html",9312,1186
"CHLOHAR",0.5101,-0.0802049410283981,-0.0795265668388083,-0.0830868839712553,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLOHAR-full-run-all-sources-V2.html",56062,371
"CHLOHOF",0.9955,0.0172050528275702,0.0181235464268763,0.0154390074361942,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLOHOF-full-run-all-sources-V2.html",1697,389
"CHLOLAC",0.9107,0.0148521636115403,0.0158335901638855,0.0135450371724922,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLOLAC-full-run-all-sources-V2.html",1390,390
"CHLOLEA",0.9997,-0.0377161941802015,-0.0367804824132917,-0.0377876917015851,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLOLEA-full-run-all-sources-V2.html",391,387
"CHLONYC",0.8826,0.0177595671335925,0.0184193575982385,0.0171139063182805,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLONYC-full-run-all-sources-V2.html",78525,340
"CHLOPAL",0.9939,-0.013721008487339,-0.0130361826207714,-0.0132583872673484,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CHLOPAL-full-run-all-sources-V2.html",13525,342
"COETUL",0.9106,-0.033661212779597,-0.0328472856354303,-0.0335246184725214,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COETUL-full-run-all-sources-V2.html",69204,891
"COLALE",0.9235,-8.17755591971884e-05,0.000612201739356166,-0.000406674366394669,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLALE-full-run-all-sources-V2.html",9332,20691
"COLCES",0.9238,-0.00504796127041545,-0.00416200307955039,-0.00446030480845672,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLCES-full-run-all-sources-V2.html",48641,20654
"COLEU1",0.9982,0.00496971684205637,0.00548927208804517,0.00533506695771438,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLEU1-full-run-all-sources-V2.html",5954,20881
"COLEU2",0.8224,-0.0332876366560795,-0.0326985618925422,-0.0329556139196082,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLEU2-full-run-all-sources-V2.html",71828,19781
"COLINT",0.9695,-0.0236431327107029,-0.0226612263427732,-0.0246186312710209,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLINT-full-run-all-sources-V2.html",25014,20736
"COLOCC",0.9731,0.00311883402339641,0.00413758101629602,0.00283274145475444,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLOCC-full-run-all-sources-V2.html",7023,20834
"COLPHI",0.9303,-0.0200126681820258,-0.0195522671955652,-0.0197544847596942,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COLPHI-full-run-all-sources-V2.html",63057,19807
"COPAUR",0.9645,-0.00350681416343071,-0.00282078846729128,-0.00328563276785998,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/COPAUR-full-run-all-sources-V2.html",6933,2172
"CYLGEM",0.7938,0.0494937920245157,0.0499835652581812,0.0487934615998518,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/CYLGEM-full-run-all-sources-V2.html",15114,902
"DANGIL",0.9003,-0.00455476569409055,-0.0038883772760876,-0.00399934088136351,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/DANGIL-full-run-all-sources-V2.html",9948,1
"DANPLE",0.801,-0.00570377484386824,-0.00502098846238397,-0.00660925849174132,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/DANPLE-full-run-all-sources-V2.html",91497,4
"DYMDYM",0.5572,-0.00306402909842026,-0.00222667143198318,-0.0030513587812929,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/DYMDYM-full-run-all-sources-V2.html",2834,205
"ENOANT",0.8606,0.00596600017954353,0.00681621510777841,0.00620256769834933,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ENOANT-full-run-all-sources-V2.html",72555,832
"ENOCRE",0.9082,-0.0012034785977536,-0.000651908082839138,-0.00167440762127003,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ENOCRE-full-run-all-sources-V2.html",5672,1012
"ENOPOR",0.1976,-0.00907242182308943,-0.00769065511892064,-0.00861148497798597,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ENOPOR-full-run-all-sources-V2.html",18353,1002
"EPACLA",0.8803,0.00511340967774898,0.00568028898756889,0.00556913944733401,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EPACLA-full-run-all-sources-V2.html",86622,295
"EREEPI",0.9059,-0.0380930363482958,-0.0372229343966222,-0.0393192913049102,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EREEPI-full-run-all-sources-V2.html",7798,946
"ERYBAP",0.78,0.0392946298132244,0.0399682571990024,0.0396064479065885,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYBAP-full-run-all-sources-V2.html",73788,1921
"ERYBRI",0.823,-0.0230033474280719,-0.0224073239321103,-0.0235640858263562,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYBRI-full-run-all-sources-V2.html",85089,2111
"ERYFUN",0.3484,-0.0144830751673555,-0.013697648214158,-0.013722961465646,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYFUN-full-run-all-sources-V2.html",76172,1983
"ERYHOR",0.9078,0.0222182291000922,0.0229337072163021,0.0221861456080102,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYHOR-full-run-all-sources-V2.html",73652,1843
"ERYICE",0.8273,-0.07125479511057,-0.0695112674408875,-0.0718373846898944,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYICE-full-run-all-sources-V2.html",80261,2086
"ERYJUV",0.8563,-0.0254851281971847,-0.0250522838991272,-0.0253155964595233,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYJUV-full-run-all-sources-V2.html",74513,2034
"ERYMAR",0.7948,-0.0584853713710219,-0.0578647690859759,-0.0582907039877004,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYMAR-full-run-all-sources-V2.html",77376,2132
"ERYPAC",0.9366,0.0194893921281223,0.0199034100757933,0.0194280094359054,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYPAC-full-run-all-sources-V2.html",13955,2102
"ERYPER",0.8428,-0.0121417036355587,-0.0117948574289846,-0.0118749817629113,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYPER-full-run-all-sources-V2.html",74846,2107
"ERYPRO",0.964,-0.0172171045382868,-0.0167897428819417,-0.0171689245479004,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYPRO-full-run-all-sources-V2.html",7264,2087
"ERYTRI",0.7768,0.0652299467065285,0.0659514524849672,0.0655377866609333,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/ERYTRI-full-run-all-sources-V2.html",6442,2079
"EUCAUS",0.9611,-0.110913222179415,-0.1104157947231,-0.111537423608161,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUCAUS-full-run-all-sources-V2.html",12529,3820
"EUCHYA",0.6538,0.0602870573397584,0.0606757296511251,0.0604497728975586,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUCHYA-full-run-all-sources-V2.html",14209,3875
"EUCOLY",0.9967,-0.0177794136934913,-0.0171548614801877,-0.0183357616733048,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUCOLY-full-run-all-sources-V2.html",70865,3932
"EUPBAT",0.9428,0.000746321534350624,0.00134127530003703,-0.00135218394237691,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPBAT-full-run-all-sources-V2.html",11879,5010
"EUPENO",0.893,0.00312832716100298,0.00400367453748185,0.00226994346032587,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPENO-full-run-all-sources-V2.html",12043,4971
"EUPHCHA",0.9353,-0.0476619566337215,-0.0470647419522496,-0.0476899151476268,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPHCHA-full-run-all-sources-V2.html",14950,210
"EUPHEDI",0.4027,-0.0137935559024791,-0.0131469182913655,-0.0148492088105175,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPHEDI-full-run-all-sources-V2.html",12905,254
"EUPHPHA",0.9192,-0.0510841899425546,-0.0496482552136346,-0.0510642423427648,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPHPHA-full-run-all-sources-V2.html",72405,297
"EUPTCLA",0.5165,0.014355995493196,0.0147588936957073,0.0146873476249973,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPTCLA-full-run-all-sources-V2.html",82902,40
"EUPYBIM",0.9989,-0.0192923118560531,-0.0178847438542249,-0.0212654258568834,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPYBIM-full-run-all-sources-V2.html",74506,2156
"EUPYCON",0.9493,-0.0424968764054862,-0.0421488965714005,-0.0426743818306602,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPYCON-full-run-all-sources-V2.html",69064,2088
"EUPYDIO",0.4673,0.0229774568580438,0.0242087391627796,0.0237581339843124,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPYDIO-full-run-all-sources-V2.html",73382,2078
"EUPYDUK",0.8511,0.0419297110059914,0.0429485760002994,0.0422284831423499,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPYDUK-full-run-all-sources-V2.html",28484,2196
"EUPYVES",0.8597,0.00121083570075907,0.00269216600963329,0.00137943187885629,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EUPYVES-full-run-all-sources-V2.html",84490,1640
"EURLIS",0.9165,0.028551914317698,0.0294438742536105,0.029018764938239,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EURLIS-full-run-all-sources-V2.html",73436,3645
"EURMEX",0.9913,-0.0262821851763693,-0.0252074079261471,-0.02566648213226,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EURMEX-full-run-all-sources-V2.html",7296,3818
"EURNIC",0.7165,0.0449401766127737,0.0458985752488141,0.0439917965146951,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EURNIC-full-run-all-sources-V2.html",34012,3706
"EURYMAR",0.2927,0.032270960474966,0.0333518568978164,0.0323969435199139,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EURYMAR-full-run-all-sources-V2.html",65668,2423
"EVEAMY",0.9926,-0.0166193250967846,-0.0161491900545949,-0.0164669321305291,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EVEAMY-full-run-all-sources-V2.html",20276,5033
"EVECOM",0.8627,0.00146813025103411,0.00185623852589156,0.00159508468612701,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/EVECOM-full-run-all-sources-V2.html",79180,4321
"FENTAR",0.7578,0.00959081755581516,0.0105224848981165,0.00979976618135457,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/FENTAR-full-run-all-sources-V2.html",74889,0
"GLALYG",0.792,-0.0293760176117704,-0.0284490543485809,-0.0340787993960988,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/GLALYG-full-run-all-sources-V2.html",83556,4512
"GLAPIA",0.8809,-0.0140853142350936,-0.0134531244018472,-0.0154036239904682,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/GLAPIA-full-run-all-sources-V2.html",11460,5100
"HABGRU",0.9255,-0.0765076689809682,-0.0759202771116447,-0.076871909337234,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HABGRU-full-run-all-sources-V2.html",6632,653
"HELIERI",0.9624,-0.00887058434221343,-0.00815233516950986,-0.00879118683560501,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HELIERI-full-run-all-sources-V2.html",7065,367
"HEMCER",0.8437,0.0527681730290699,0.0536438426577344,0.053183432426399,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HEMCER-full-run-all-sources-V2.html",6549,5130
"HEMISO",0.6929,-0.0189282206614261,-0.0182461698948098,-0.0185824505348973,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HEMISO-full-run-all-sources-V2.html",17834,5024
"HERSOS",0.9299,0.00602532793366137,0.00658895482225752,0.00563770776681599,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HERSOS-full-run-all-sources-V2.html",16065,887
"HESCOM",0.9759,-0.0207802258073602,-0.0194971868615994,-0.0241776432078679,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESCOM-full-run-all-sources-V2.html",56698,2162
"HESJUB",0.9183,0.0189138614975607,0.019544360631464,0.0181004859855646,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESJUB-full-run-all-sources-V2.html",14583,2219
"HESLEO",0.9866,-0.0546830058965376,-0.0540553333070224,-0.0549304752435263,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESLEO-full-run-all-sources-V2.html",76128,2243
"HESLIN",0.994,-0.0405002617005596,-0.0398822239580734,-0.0402586180721581,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESLIN-full-run-all-sources-V2.html",6304,2229
"HESMET",0.6048,-0.0617104205622601,-0.0605030566018598,-0.0615725495825451,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESMET-full-run-all-sources-V2.html",63567,2246
"HESNEV",0.7683,-0.0335627391549076,-0.0329829178325776,-0.0335717304980451,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESNEV-full-run-all-sources-V2.html",10423,2240
"HESOTT",0.3503,-0.027790685400998,-0.0265793307022921,-0.0274725871126483,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESOTT-full-run-all-sources-V2.html",44430,2235
"HESPAH",0.9068,-0.0416266357587114,-0.0409438712568448,-0.0415030452699596,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESPAH-full-run-all-sources-V2.html",5479,2243
"HESSAS",0.7128,-0.0540888269027828,-0.0530839479671457,-0.0545326162649071,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESSAS-full-run-all-sources-V2.html",60695,2220
"HESVIR",0.9989,-0.0271597974885143,-0.0265595694496632,-0.0266798291172024,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HESVIR-full-run-all-sources-V2.html",5692,2243
"HYLPHY",0.9424,0.0397444654153126,0.0407361322092523,0.039228778246688,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/HYLPHY-full-run-all-sources-V2.html",6571,1887
"JUNCOE",0.7427,-0.012969683521925,-0.0119586034399672,-0.0124820548882045,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/JUNCOE-full-run-all-sources-V2.html",9368,184
"LEPMAR",0.7172,-0.0105004301800205,-0.00974159399817509,-0.00991351631107262,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/LEPMAR-full-run-all-sources-V2.html",11681,4953
"LERACC",0.7609,0.0207286060071671,0.0220298525844662,0.0209558312791898,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/LERACC-full-run-all-sources-V2.html",10531,2088
"LEROEUF",0.8962,-0.0112700348474589,-0.0103620309979973,-0.0104012075771003,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V2/LEROEUF-full-run-all-sources-V2.html",12888,2122
