"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data"
"EUPTCLA",NA,0.0293725148737209,0.0304256964039595,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPTCLA-full-run-only-Illinois-BMN-V1.html",30107
"EUPYBIM",NA,NA,-0.110477472833612,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYBIM-full-run-only-Illinois-BMN-V1.html",28938
"EUPYCON",NA,-0.0730688029955338,-0.072414747918238,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYCON-full-run-only-Illinois-BMN-V1.html",28955
"EUPYDIO",NA,NA,0.0267040006994348,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYDIO-full-run-only-Illinois-BMN-V1.html",29494
"EUPYVES",NA,-0.0386678985041329,-0.0379894854357696,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYVES-full-run-only-Illinois-BMN-V1.html",29539
"EURLIS",NA,0.0538585454071912,0.0544782638936336,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EURLIS-full-run-only-Illinois-BMN-V1.html",29388
"EURYMAR",NA,-0.00255652875397904,-0.00182269703857862,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EURYMAR-full-run-only-Illinois-BMN-V1.html",28892
"EVECOM",NA,-0.0290439157317481,-0.0280171486478435,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EVECOM-full-run-only-Illinois-BMN-V1.html",29430
"LIBCAR",NA,-0.0337607601233506,-0.0333672984620462,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LIBCAR-full-run-only-Illinois-BMN-V1.html",30107
"LIMARC",NA,-0.013819108562309,-0.013100552004933,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LIMARC-full-run-only-Illinois-BMN-V1.html",30125
"LYCAHEL",NA,-0.0719123692979304,-0.0713366318277577,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAHEL-full-run-only-Illinois-BMN-V1.html",29443
"LYCAHYL",NA,-0.08910189107112,-0.0879992751681296,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAHYL-full-run-only-Illinois-BMN-V1.html",30070
"LYCAPHL",NA,-0.0687959990633101,-0.068387303688155,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAPHL-full-run-only-Illinois-BMN-V1.html",30069
"MEGICYM",NA,-0.0278232641381426,-0.0268797270642267,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/MEGICYM-full-run-only-Illinois-BMN-V1.html",29887
"NATIOL",NA,0.0117555291042225,0.0123869910898939,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/NATIOL-full-run-only-Illinois-BMN-V1.html",29333
"NYMANT",NA,-0.0305208381763563,-0.0293951849991387,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/NYMANT-full-run-only-Illinois-BMN-V1.html",30119
"PAPGLA",NA,-0.0203037483723026,-0.0195324297710044,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPGLA-full-run-only-Illinois-BMN-V1.html",29731
"PAPPOL",NA,-0.0107951719970854,-0.010225898880436,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPPOL-full-run-only-Illinois-BMN-V1.html",29582
"PAPTRO",NA,0.0152971439589743,0.0161472015732471,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPTRO-full-run-only-Illinois-BMN-V1.html",29294
"PHOESEN",NA,-0.0586573247825764,-0.0583156473612818,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHOESEN-full-run-only-Illinois-BMN-V1.html",15402
"PHOLCAT",NA,-0.0601827431703585,-0.0595557952806463,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHOLCAT-full-run-only-Illinois-BMN-V1.html",29946
"PHYTHA",NA,0.00299082340038067,0.00379731673375527,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHYTHA-full-run-only-Illinois-BMN-V1.html",30259
"PIERAP",NA,-0.0206546072850605,-0.0200482162693665,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PIERAP-full-run-only-Illinois-BMN-V1.html",30390
"POAHOB",NA,-0.077324427998587,-0.0767697739554238,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAHOB-full-run-only-Illinois-BMN-V1.html",29493
"POAMAS",NA,-0.109247385919928,-0.108796121413405,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAMAS-full-run-only-Illinois-BMN-V1.html",28572
"POAVIA",NA,NA,-0.0285773732294159,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAVIA-full-run-only-Illinois-BMN-V1.html",29480
"POAZAB",NA,0.185182976575953,0.18608499973417,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAZAB-full-run-only-Illinois-BMN-V1.html",29503
"POLIMYS",NA,NA,1.89124547300071,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIMYS-full-run-only-Illinois-BMN-V1.html",28926
"POLIORI",NA,-0.0688216306018108,-0.0680638503519617,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIORI-full-run-only-Illinois-BMN-V1.html",29493
"POLIPEC",NA,-0.0389737873510364,-0.0377101381284303,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIPEC-full-run-only-Illinois-BMN-V1.html",29562
"POLITHE",NA,-0.0652479434545249,-0.0640202453622667,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLITHE-full-run-only-Illinois-BMN-V1.html",29533
"POLYCOM",NA,-0.00157898635816379,-0.000793687719104375,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYCOM-full-run-only-Illinois-BMN-V1.html",29169
"POLYINT",NA,-0.0109684647573313,-0.009974852689421,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYINT-full-run-only-Illinois-BMN-V1.html",29159
"POLYPRO",NA,-0.00472034101652412,-0.00389385760365757,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYPRO-full-run-only-Illinois-BMN-V1.html",28927
"POMVER",NA,-0.00600354655185169,-0.00483052332014983,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POMVER-full-run-only-Illinois-BMN-V1.html",29500
"PONPRO",NA,NA,-0.012826695135379,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PONPRO-full-run-only-Illinois-BMN-V1.html",7101
"PYRCOM",NA,0.00431865520567179,0.00527477669304566,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PYRCOM-full-run-only-Illinois-BMN-V1.html",29948
"SATACA",NA,-0.135428449941386,-0.1349048891,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATACA-full-run-only-Illinois-BMN-V1.html",29194
"SATCA1",NA,-0.0412021591782946,-0.0402154805918826,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATCA1-full-run-only-Illinois-BMN-V1.html",29898
"SATEDW",NA,-0.0638571934627892,-0.0631876857014309,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATEDW-full-run-only-Illinois-BMN-V1.html",29874
"SATLIP",NA,-0.0615948420430337,-0.0607713353289068,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATLIP-full-run-only-Illinois-BMN-V1.html",29875
"SATTIT",NA,-0.0472305273200788,-0.0467341144331783,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATTIT-full-run-only-Illinois-BMN-V1.html",29885
"SATYAPP",NA,NA,-0.0292071845855375,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYAPP-full-run-only-Illinois-BMN-V1.html",29659
"SATYEUR",NA,-0.0701801273500917,-0.0694880751401286,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYEUR-full-run-only-Illinois-BMN-V1.html",28787
"SPEYAPH",NA,NA,-0.145401409074651,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYAPH-full-run-only-Illinois-BMN-V1.html",29912
"SPEYCYB",NA,-0.015058671368776,-0.0142696457047933,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYCYB-full-run-only-Illinois-BMN-V1.html",30021
"SPEYIDA",NA,0.074897725560295,0.0755781819143806,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYIDA-full-run-only-Illinois-BMN-V1.html",29899
"STRMEL",NA,-0.0275580415797354,-0.0268004504635897,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/STRMEL-full-run-only-Illinois-BMN-V1.html",29872
"THOBAT",NA,-0.0733982328286931,-0.0722830312506489,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOBAT-full-run-only-Illinois-BMN-V1.html",29906
"THOPYL",NA,-0.0292099113582614,-0.028155033598452,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOPYL-full-run-only-Illinois-BMN-V1.html",29908
"THYLIN",NA,-0.139383701326173,-0.138513767499303,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THYLIN-full-run-only-Illinois-BMN-V1.html",29531
"VANATA",NA,-0.0181512946556056,-0.0169023129309736,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANATA-full-run-only-Illinois-BMN-V1.html",29970
"VANCAR",NA,-0.0418892733388921,-0.0412964852975941,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANCAR-full-run-only-Illinois-BMN-V1.html",29804
"WALEGE",NA,-0.00228833644577042,-0.00194294989893473,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/WALEGE-full-run-only-Illinois-BMN-V1.html",29503
