"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename"
"ATRARO",0.1602,-0.0611375744748042,-0.0604748313248472,-0.0629229535254813,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ATRARO-full-run-only-NFJ-V1.html"
"ATRYHIA",0.4244,0.104030110578622,0.104655600634036,0.104498926442544,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ATRYHIA-full-run-only-NFJ-V1.html"
"AUTCEL",0.5604,0.0467177014628649,0.0472682596047799,0.0461099895490303,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/AUTCEL-full-run-only-NFJ-V1.html"
"BATPHI",0.5582,0.0160183515305634,0.0171346482628188,0.0158910253316892,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BATPHI-full-run-only-NFJ-V1.html"
"BOLOBEL",0.0664,-0.0188484640397711,-0.0181505386195029,-0.018815295670135,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BOLOBEL-full-run-only-NFJ-V1.html"
"BOLOCHA",NA,0.101289325078967,0.101705822241776,0.101145262462357,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BOLOCHA-full-run-only-NFJ-V1.html"
"BOLOEPI",0.1722,-0.00503581718379626,-0.00433445650772488,-0.00433445650772488,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BOLOEPI-full-run-only-NFJ-V1.html"
"BOLOSEL",0.4577,-0.0054537567560825,-0.00488921026539317,-0.00791469388747839,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BOLOSEL-full-run-only-NFJ-V1.html"
"BREEXI",0.2219,-0.020102013202341,-0.0195545353216188,-0.0201306107334672,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BREEXI-full-run-only-NFJ-V1.html"
"BREISO",0.993,0.0376279362641416,0.0377166217635145,0.0348525995175594,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/BREISO-full-run-only-NFJ-V1.html"
"CALBOR",0.7544,0.036022501900115,0.0365219253145321,0.0285505853416126,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALBOR-full-run-only-NFJ-V1.html"
"CALLAUG",0.1577,0.0306768932160085,0.0314289529562754,0.0311418471597978,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLAUG-full-run-only-NFJ-V1.html"
"CALLERY",0.6801,0.0198673982592448,0.0198675264115583,0.011448762618391,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLERY-full-run-only-NFJ-V1.html"
"CALLGRY",0.7459,-0.00426151099394858,-0.00310553508157689,-0.00366354221270177,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLGRY-full-run-only-NFJ-V1.html"
"CALLHEN",0.6358,0.0958416293887654,0.0963986754794251,0.0961703249450506,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLHEN-full-run-only-NFJ-V1.html"
"CALLIRU",0.8086,0.0767298650474689,0.0767942953130167,0.0767942953130167,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLIRU-full-run-only-NFJ-V1.html"
"CALLMOS",0.9964,0.00405734862015117,0.00439952219777157,0.00406723402533351,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLMOS-full-run-only-NFJ-V1.html"
"CALLNIP",0.2172,0.12829561468136,0.12898559304793,0.127886896112646,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLNIP-full-run-only-NFJ-V1.html"
"CALLSHE",0.3318,-0.0347260815172197,-0.0339749873767775,-0.0347857053179052,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLSHE-full-run-only-NFJ-V1.html"
"CALLSPI",-0.0196,-0.0113629441506852,-0.0107088104186896,-0.0165794825275202,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALLSPI-full-run-only-NFJ-V1.html"
"CALNEM",0.9635,0.0618197620942063,0.0620009536603197,0.0551216641916106,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALNEM-full-run-only-NFJ-V1.html"
"CALYCEC",0.4203,0.016200042750278,0.0167681070948019,0.0167681070948019,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CALYCEC-full-run-only-NFJ-V1.html"
"CARTPAL",0.322,0.0368461385677102,0.0369882661894604,0.0336052089083966,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CARTPAL-full-run-only-NFJ-V1.html"
"CELLAD",0.1602,0.0103107339360067,0.0120646215103824,0.00953370247533923,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CELLAD-full-run-only-NFJ-V1.html"
"CELNEG",0.4004,-0.0240112188966846,-0.0237119286559659,-0.0241753964663854,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CELNEG-full-run-only-NFJ-V1.html"
"CEROET",-0.0407,-0.00884618640381986,-0.00802981581757072,-0.0101382252564619,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CEROET-full-run-only-NFJ-V1.html"
"CERPEG",0.2804,-0.0222228447961037,-0.0216656932675329,-0.0221873364873739,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CERPEG-full-run-only-NFJ-V1.html"
"CERSTH",0.0079,-0.0725597560312657,-0.071860547503936,-0.0739361819114926,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CERSTH-full-run-only-NFJ-V1.html"
"CHLOGOR",0.4975,-0.0527189799342705,-0.05207693938825,-0.05207693938825,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLOGOR-full-run-only-NFJ-V1.html"
"CHLOHAR",0.5836,-0.0345442870875322,-0.0344125445257622,-0.0466430600687621,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLOHAR-full-run-only-NFJ-V1.html"
"CHLOHOF",0.9958,0.0127165687079744,0.0129531626695247,0.0101502507979924,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLOHOF-full-run-only-NFJ-V1.html"
"CHLOLAC",0.7689,0.0341600721385116,0.0346121656502298,0.0338338478578265,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLOLAC-full-run-only-NFJ-V1.html"
"CHLOLEA",0.9954,0.0383666237158961,0.0385817354585578,0.0345019945885844,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLOLEA-full-run-only-NFJ-V1.html"
"CHLONYC",0.4145,-0.0145037507315471,-0.0133373939057732,-0.0147636723248545,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CHLONYC-full-run-only-NFJ-V1.html"
"COETUL",0.5494,0.0166071365218241,0.0174667776878278,0.0167919013915461,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COETUL-full-run-only-NFJ-V1.html"
"COLALE",0.7584,0.0161627184438444,0.0170890341002527,0.0145837585439514,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLALE-full-run-only-NFJ-V1.html"
"COLCES",0.5784,0.0135490620196625,0.0143148639210992,0.0138185685746272,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLCES-full-run-only-NFJ-V1.html"
"COLEU1",0.9959,0.00812819606477185,0.00858549233042904,0.00858549233042904,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLEU1-full-run-only-NFJ-V1.html"
"COLEU2",0.3299,-0.0272600879853532,-0.0267894631310817,-0.026845751332482,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLEU2-full-run-only-NFJ-V1.html"
"COLINT",0.9646,0.00178730888852817,0.00201746646313349,-0.000402909231056988,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLINT-full-run-only-NFJ-V1.html"
"COLOCC",0.9714,0.0144598023742614,0.0144598077706928,-0.00837513924732099,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLOCC-full-run-only-NFJ-V1.html"
"COLPHI",0.1926,-0.0149266950371126,-0.0143778005994361,-0.014886378407616,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COLPHI-full-run-only-NFJ-V1.html"
"COPAUR",0.9324,0.00285498645396879,0.00337729494685926,0.0029395182217998,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/COPAUR-full-run-only-NFJ-V1.html"
"CYLGEM",0.4367,0.0112250079407543,0.0121180418137514,0.0106257758214629,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/CYLGEM-full-run-only-NFJ-V1.html"
"DANGIL",0.8245,0.0220341817898618,0.0227893138700417,0.0213058761155671,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/DANGIL-full-run-only-NFJ-V1.html"
"DANPLE",0.3064,0.0139368505602389,0.0144673581408092,0.0140207644222674,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/DANPLE-full-run-only-NFJ-V1.html"
"DYMDYM",0.9239,0.0113264135381357,0.011565837487069,0.00692105437022142,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/DYMDYM-full-run-only-NFJ-V1.html"
"ENOANT",0.6328,0.00560677206516002,0.00631533844777289,0.00558192242914156,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ENOANT-full-run-only-NFJ-V1.html"
"ENOCRE",0.7307,-0.00556802812835404,-0.00508720355013022,-0.00560045573580349,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ENOCRE-full-run-only-NFJ-V1.html"
"ENOPOR",0.7959,-0.0307498677866262,-0.0302774673956046,-0.030976319003529,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ENOPOR-full-run-only-NFJ-V1.html"
"EPACLA",0.6332,0.000560345820416697,0.00125111252128431,0.000995746260169364,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EPACLA-full-run-only-NFJ-V1.html"
"EREEPI",0.6558,-0.0103815490998072,-0.00979503300448928,-0.0144419019922689,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EREEPI-full-run-only-NFJ-V1.html"
"ERYBAP",0.4615,0.029024113541473,0.0296064871656539,0.0292983285488277,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYBAP-full-run-only-NFJ-V1.html"
"ERYBRI",0.847,0.0930448110642611,0.0941475732843451,0.0903814624607255,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYBRI-full-run-only-NFJ-V1.html"
"ERYFUN",0.6261,0.00597710836713581,0.00655271457474975,0.00568928963645193,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYFUN-full-run-only-NFJ-V1.html"
"ERYHOR",0.5143,0.026678247989034,0.027416076818398,0.0272601779225258,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYHOR-full-run-only-NFJ-V1.html"
"ERYICE",0.1471,-0.0356695522712129,-0.0354232770439648,-0.0402718583364249,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYICE-full-run-only-NFJ-V1.html"
"ERYJUV",0.091,0.066771470987326,0.0678735519116324,0.0661405123307133,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYJUV-full-run-only-NFJ-V1.html"
"ERYMAR",0.2854,-0.0456040762231438,-0.0446335401016606,-0.0457029707884869,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYMAR-full-run-only-NFJ-V1.html"
"ERYPAC",0.3148,0.0262251494310333,0.0272122729805818,0.0252734626933613,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYPAC-full-run-only-NFJ-V1.html"
"ERYPER",-0.0141,0.0190157638039281,0.0195209197841557,0.0137580275921507,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYPER-full-run-only-NFJ-V1.html"
"ERYPRO",0.8114,0.0185368695163692,0.0192330460337087,0.0176207348057988,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYPRO-full-run-only-NFJ-V1.html"
"ERYTRI",0.6263,0.00952178161353218,0.0103466376242773,0.00980337241933464,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/ERYTRI-full-run-only-NFJ-V1.html"
"EUCAUS",0.0822,-0.0238881410568128,-0.0230773231606031,-0.0241700394931145,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUCAUS-full-run-only-NFJ-V1.html"
"EUCHYA",0.0117,0.0621485190866364,0.0626428900049016,0.0626061314407727,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUCHYA-full-run-only-NFJ-V1.html"
"EUCOLY",0.3104,0.112292971763798,0.112881299969839,0.112110892919826,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUCOLY-full-run-only-NFJ-V1.html"
"EUPBAT",0.5841,0.0237570846229162,0.0237999503491093,0.0151311413519374,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPBAT-full-run-only-NFJ-V1.html"
"EUPENO",-0.0282,0.0132955231703011,0.0140592201051941,0.0118519682734388,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPENO-full-run-only-NFJ-V1.html"
"EUPHCHA",-0.0203,-0.000601156864474579,0.00050658424560123,-0.00162946494398202,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPHCHA-full-run-only-NFJ-V1.html"
"EUPHEDI",0.19,-0.0342425723921134,-0.0335213426303575,-0.034345798683356,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPHEDI-full-run-only-NFJ-V1.html"
"EUPHPHA",0.2341,0.00341569748138305,0.00388214115095209,0.0035829325367493,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPHPHA-full-run-only-NFJ-V1.html"
"EUPTCLA",0.4784,0.00947931936148599,0.010311045636301,0.00969125233849531,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPTCLA-full-run-only-NFJ-V1.html"
"EUPYCON",0.7637,-0.0267734286842507,-0.0261280868045146,-0.0268229396472785,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPYCON-full-run-only-NFJ-V1.html"
"EUPYDIO",0.3543,0.024094516141303,0.0250894897845189,0.0243099355745287,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPYDIO-full-run-only-NFJ-V1.html"
"EUPYDUK",0.6737,0.0567372676933608,0.0569905797857168,0.0544004280304305,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPYDUK-full-run-only-NFJ-V1.html"
"EUPYVES",0.5968,0.010399974895751,0.0113947990366207,0.00971171691984445,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EUPYVES-full-run-only-NFJ-V1.html"
"EURLIS",0.1753,0.0332582411199979,0.0337694196353294,0.0329039388877017,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EURLIS-full-run-only-NFJ-V1.html"
"EURMEX",0.7298,-0.00716876406461615,-0.00657512403660903,-0.00657994793071402,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EURMEX-full-run-only-NFJ-V1.html"
"EURNIC",0.5681,0.0434695825248507,0.0442387761234757,0.0430348408699691,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EURNIC-full-run-only-NFJ-V1.html"
"EURYMAR",0.2319,0.024922871835255,0.0259613436372135,0.0251739522899223,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EURYMAR-full-run-only-NFJ-V1.html"
"EVEAMY",-0.0105,-0.0311011744985099,-0.0304052376308467,-0.0324001077246312,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EVEAMY-full-run-only-NFJ-V1.html"
"EVECOM",0.7293,0.0209623242801498,0.0215352681460285,0.0181047624071142,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/EVECOM-full-run-only-NFJ-V1.html"
"FENTAR",0.4969,0.00206431022649726,0.00272259372228576,0.00272259372228576,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/FENTAR-full-run-only-NFJ-V1.html"
"GLALYG",0.0804,0.0172043275639407,0.0173235990938286,0.007317573825287,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/GLALYG-full-run-only-NFJ-V1.html"
"GLAPIA",0.3566,-0.022809655656627,-0.0216848359861239,-0.0237646209868895,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/GLAPIA-full-run-only-NFJ-V1.html"
"HABGRU",0.0046,-0.0830043616512641,-0.0830024453558723,-0.0903091744443297,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HABGRU-full-run-only-NFJ-V1.html"
"HELIERI",0.9961,-0.0142335254411697,-0.0136524079636104,-0.0149013298245051,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HELIERI-full-run-only-NFJ-V1.html"
"HEMCER",0.429,0.0415326084499775,0.0420420978299189,0.0416897642326307,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HEMCER-full-run-only-NFJ-V1.html"
"HEMISO",0.735,-0.0324047656934735,-0.0318573074482197,-0.0319197105865293,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HEMISO-full-run-only-NFJ-V1.html"
"HERSOS",0.6913,0.0294618571767134,0.0299430785766486,0.0294328482180738,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HERSOS-full-run-only-NFJ-V1.html"
"HESCOM",0.0522,-0.00495309718515718,-0.00489842666398699,-0.0219152873313959,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESCOM-full-run-only-NFJ-V1.html"
"HESJUB",0.5496,0.00383523951806079,0.00463679816298637,0.00330022780397504,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESJUB-full-run-only-NFJ-V1.html"
"HESLEO",0.2368,0.125044578093903,0.125155950867886,0.118960361395107,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESLEO-full-run-only-NFJ-V1.html"
"HESLIN",0.9924,0.000129127759051152,0.000129150158470228,-0.027474998338497,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESLIN-full-run-only-NFJ-V1.html"
"HESMET",0.0084,0.123053715837709,0.12345654663704,0.121401530012412,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESMET-full-run-only-NFJ-V1.html"
"HESNEV",0.0362,-0.0274397654767059,-0.0268754895352156,-0.0281216897813087,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESNEV-full-run-only-NFJ-V1.html"
"HESOTT",0.3871,-0.0510329618378462,-0.0507499825724327,-0.0570219292673025,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESOTT-full-run-only-NFJ-V1.html"
"HESPAH",0.8924,-0.0276457779876943,-0.0269977410565589,-0.0271919874868273,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESPAH-full-run-only-NFJ-V1.html"
"HESSAS",0.6835,-0.0242608026938241,-0.0238029962129995,-0.0260310738398024,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESSAS-full-run-only-NFJ-V1.html"
"HESVIR",0.8186,-0.035822333939399,-0.0353725558593661,-0.0406113066146696,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HESVIR-full-run-only-NFJ-V1.html"
"HYLPHY",0.9416,-0.0190444585805479,-0.0187325245845298,-0.0216081781889352,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/HYLPHY-full-run-only-NFJ-V1.html"
"JUNCOE",0.6433,-0.0189303358697062,-0.0182734990547108,-0.0184275737173572,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/JUNCOE-full-run-only-NFJ-V1.html"
"LEPMAR",0.2341,-0.0364382056741792,-0.0357778733384053,-0.0362714359409957,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LEPMAR-full-run-only-NFJ-V1.html"
"LERACC",0.754,0.0196437417544573,0.0205939276373797,0.0190535406622891,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LERACC-full-run-only-NFJ-V1.html"
"LEROEUF",0.5524,-0.0256007713396478,-0.0244085101212518,-0.025919231054625,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LEROEUF-full-run-only-NFJ-V1.html"
"LIBCAR",0.3352,0.0531991653878634,0.0541349806452184,0.0532027799806597,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LIBCAR-full-run-only-NFJ-V1.html"
"LIMARC",0.2393,-0.00970234945498708,-0.00910436583373887,-0.00922991529546579,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LIMARC-full-run-only-NFJ-V1.html"
"LIMART",0.9985,-0.0345940469763404,-0.0332905516735781,-0.0353532565089536,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LIMART-full-run-only-NFJ-V1.html"
"LIMLOR",0.5491,0.00289866869221876,0.00345723656450453,0.00295244010197064,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V1/LIMLOR-full-run-only-NFJ-V1.html"
