"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename"
"POAZAB",NA,0.258601811062085,0.258601811062085,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAZAB-full-run-only-Illinois-BMN-V1.html"
"POLIMYS",NA,-0.0669156400193174,-0.0669156400193174,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIMYS-full-run-only-Illinois-BMN-V1.html"
"POLIORI",NA,-0.107034038848322,-0.106580193850891,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIORI-full-run-only-Illinois-BMN-V1.html"
"POLIPEC",NA,-0.0401082841787724,-0.0397445868177821,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIPEC-full-run-only-Illinois-BMN-V1.html"
"POLITHE",NA,-0.0590821127913506,-0.0586058872513629,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLITHE-full-run-only-Illinois-BMN-V1.html"
"POLYCOM",NA,0.0109593206061799,0.0112097318465899,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYCOM-full-run-only-Illinois-BMN-V1.html"
"POLYINT",NA,0.120561184934852,0.120561184934852,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYINT-full-run-only-Illinois-BMN-V1.html"
"POLYPRO",NA,-0.0125920875607085,-0.0125318752947421,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYPRO-full-run-only-Illinois-BMN-V1.html"
"POMVER",NA,-0.0265415046720506,-0.0265414850953439,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POMVER-full-run-only-Illinois-BMN-V1.html"
"PONPRO",NA,-9.00777324441071e-16,-9.00777324441071e-16,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PONPRO-full-run-only-Illinois-BMN-V1.html"
"PYRCOM",NA,0.0139601401018299,0.0139601401101202,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PYRCOM-full-run-only-Illinois-BMN-V1.html"
"SATACA",NA,-0.164564684660646,-0.164562627606337,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATACA-full-run-only-Illinois-BMN-V1.html"
"SATCA1",NA,-0.0472695846632161,-0.0472695846631894,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATCA1-full-run-only-Illinois-BMN-V1.html"
"SATEDW",NA,-0.0400394441851342,-0.0396909590127837,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATEDW-full-run-only-Illinois-BMN-V1.html"
"SATLIP",NA,-0.0108470072557207,-0.0105100131881812,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATLIP-full-run-only-Illinois-BMN-V1.html"
"SATTIT",NA,-0.0532592637575023,-0.0527525575757693,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATTIT-full-run-only-Illinois-BMN-V1.html"
"SATYAPP",NA,0.0156741457274316,0.0156741459365658,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYAPP-full-run-only-Illinois-BMN-V1.html"
"SATYEUR",NA,-0.0945636915074913,-0.0945636911688505,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYEUR-full-run-only-Illinois-BMN-V1.html"
"SPEYAPH",NA,-0.0752693960652092,-0.0752692563586338,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYAPH-full-run-only-Illinois-BMN-V1.html"
"SPEYCYB",NA,-0.0366321234450064,-0.036462847300638,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYCYB-full-run-only-Illinois-BMN-V1.html"
"SPEYIDA",NA,0.0866817139831562,0.0868737546507333,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYIDA-full-run-only-Illinois-BMN-V1.html"
"STRMEL",NA,-0.00637392112681875,-0.00613598110206011,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/STRMEL-full-run-only-Illinois-BMN-V1.html"
"THOBAT",NA,-0.0540410186650686,-0.0540113022325846,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOBAT-full-run-only-Illinois-BMN-V1.html"
"THOPYL",NA,-0.0215818105058685,-0.0214249581108619,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOPYL-full-run-only-Illinois-BMN-V1.html"
"THYLIN",NA,-0.139948984650292,-0.139586311289324,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THYLIN-full-run-only-Illinois-BMN-V1.html"
"VANATA",NA,-0.00983465145997296,-0.00982958179749646,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANATA-full-run-only-Illinois-BMN-V1.html"
"VANCAR",NA,-0.034255451954461,-0.0337363005370172,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANCAR-full-run-only-Illinois-BMN-V1.html"
