Fit on: 2023-02-17 02:01:43

Parameters:
==================
form.use:
  count ~ te(lat, lon, by = year, k = c(5, 5), bs = c("cr", "cr")) + effort.universal:effort.universal.type + sourcefac + s(site.refac, bs = "re")

use.inferred:
  TRUE

geography.constrain:
  FALSE

use.only.source:
  



Correlation summaries:
==================
code	abund.correlation
HYLPHY	0.929
JUNCOE	0.571
LEPMAR	0.114
LERACC	0.6579
LEROEUF	0.054
LIBCAR	0.2522
LIMARC	0.245
LIMART	0.999
LIMLOR	0.3585
LIMWEI	0.2323
LYCAARO	-0.0058
LYCACUP	0.9759
LYCADIO	0.4207
LYCADOR	0.9603
LYCAEDI	0.9753
LYCAEPI	-0.0143
LYCAGOR	0.767
LYCAHEL	-0.0188
LYCAHET	-0.0181
LYCAHYL	0.3343
LYCAMAR	0.5673
LYCANIV	0.8162
LYCAPHL	0.0159
LYCARUB	0.6385
LYCAXAN	0.1544
LYCIDA	0.0658
LYCMEL	0.1888
MEGICYM	0.4133
NASLHE	0.3434
NATIOL	0.3195
NEOPMEN	0.5531
NYMANT	0.1036
NYMCAL	0.046
NYMMIL	0.0045
NYMVAU	0.6344
OARGAR	0.4822
OCHAGR	0.0333
OCHSYL	0.1889
OENCHR	0.7078
OENNEV	0.6595
PANOCO	0.0579
PAPCAN	0.2033
PAPCRE	0.6721
PAPEUR	0.3216
PAPGLA	0.4206
PAPIND	0.41
PAPMUL	0.4577
PAPPOL	0.323
PAPRUT	0.4569
PAPTRO	-0.012
PAPZEL	0.7289
PARNCLO	0.052
PARNPHO	0.3077
PHOEAGA	0.7569
PHOESEN	-0.0128
PHOLCAT	0.2657
PHYBAT	0.5934
PHYCAM	-0.0041
PHYMYL	0.4888
PHYORS	0.9817
PHYPAL	0.1614
PHYPIC	0.8553
PHYSEL	0.783
PHYTEX	0.6077
PHYTHA	0.4035
PIENAP	0.0274
PIERAP	0.3598
PIEVIR	0.8694
PIRPIR	0.9656
PLEACM	0.9281
PLEICA	0.0297
PLELUP	0.6266
PLESAE	-0.0152
PLESHA	0.9618
POAHOB	0.266
POAMAS	0.1035
POAMEL	0.7607
POATAX	0.7651
POAVIA	0.239
POAZAB	0.2092
POLIMYS	0.3897
POLIORI	0.4511
POLIPEC	0.309
POLISAB	0.003
POLISON	0.6165
POLITHE	0.0247
POLYCOM	0.5495
POLYFAU	0.451
POLYGRA	0.0695
POLYINT	0.3674
POLYPRO	0.5573
POLYSAT	0.1172
POMVER	0.614
PONBEC	0.1463
PONOCC	0.5681
PONPRO	0.3315
PONSIS	0.7169
PROBYS	0.1621
PYRALB	0.3546
PYRCOM	0.0575
PYRRUR	0.4685
PYRSCR	0.8398
SATACA	0.2019
SATAUR	-0.0048
SATBEH	0.1136
SATCA1	0.5126
SATCA2	0.5016
SATCA3	0.7372
SATEDW	0.0092
SATFAV	0.1008
SATFUL	0.8548
SATLIP	0.6325
SATSAE	0.2702
SATSYL	0.1981
SATTET	0.9128
SATTIT	0.2314
SATYAPP	0.4936
SATYEUR	0.1761
SPEYAPH	-0.0061
SPEYATL	0.0169
SPEYCAL	0.5314
SPEYCOR	0.4614
SPEYCYB	0.5218
SPEYEDW	0.6358
SPEYEGL	0.282
SPEYHYD	0.1813
SPEYIDA	-9e-4
SPEYMOR	0.3264
SPEYZER	0.9048
STAPHAY	0.1986
STRMEL	0.284
THOBAT	0.115
THOMEX	0.7844
THOPYL	0.604
THYLIN	0.0239
URBPR3	0.4474
VANANN	0.523
VANATA	0.3705
VANCAR	0.1194
VANVIR	0.8674
WALEGE	0.4245


 Report files generated:
==================
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ACHLYC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ADEBRE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/AGRAVAN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/AGRGLA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/AMBHEG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/AMBVIA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANAAND-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANATLOG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANCNUM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANTHLAN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANTHMID-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ANTHSAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/APOMOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ASTCEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ASTCLY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ATACAM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ATLHAL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ATRARO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ATRYHIA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/AUTCEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BATPHI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BOLOBEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BOLOCHA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BOLOEPI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BOLOSEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BREEXI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/BREISO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALBOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLAUG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLERY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLGRY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLHEN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLIRU-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLMOS-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLNIP-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLSHE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALLSPI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALNEM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CALYCEC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CARTPAL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CELLAD-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CELNEG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CEROET-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CERPEG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CERSTH-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOGOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOHAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOHOF-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOLAC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOLEA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLONYC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COETUL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLALE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLCES-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLEU1-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLEU2-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLINT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLOCC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLPHI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COPAUR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CYLGEM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DANGIL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DANPLE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DYMDYM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOANT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOCRE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOPOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EPACLA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EREEPI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYBAP-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYBRI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYFUN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYHOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYICE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYJUV-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYMAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPAC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPER-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPRO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYTRI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCAUS-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCHYA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCOLY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPBAT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPENO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHCHA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHEDI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHPHA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPTCLA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYCON-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYDIO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYDUK-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYVES-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURLIS-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURMEX-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURNIC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURYMAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVEAMY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVECOM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/FENTAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLALYG-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLAPIA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HABGRU-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HELIERI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMCER-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMISO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HERSOS-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESCOM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESJUB-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLEO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLIN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESMET-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESNEV-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESOTT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESPAH-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESSAS-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESVIR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HYLPHY-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/JUNCOE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEPMAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LERACC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEROEUF-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIBCAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMARC-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMART-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMLOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMWEI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAARO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCACUP-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCADIO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCADOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAEDI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAEPI-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAGOR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHET-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAHYL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAMAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCANIV-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAPHL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCARUB-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCAXAN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCIDA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LYCMEL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/MEGICYM-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NASLHE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NATIOL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NEOPMEN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMANT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMCAL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMMIL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/NYMVAU-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OARGAR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OCHAGR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OCHSYL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OENCHR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/OENNEV-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PANOCO-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPCAN-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPCRE-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPEUR-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPGLA-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPIND-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPMUL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPPOL-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPRUT-full-run-all-sources-V1.html
G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/PAPTRO-full-run-all-sources-V1.html
