"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename"
"LIMARC",NA,0.17938699742267,0.17938699742267,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/LIMARC-full-run-only-Illinois-BMN-V2.html"
"LYCAHEL",NA,-0.0980754785379839,-0.0980754785379839,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/LYCAHEL-full-run-only-Illinois-BMN-V2.html"
"LYCAHYL",NA,-0.0557427613478569,-0.0557427603125025,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/LYCAHYL-full-run-only-Illinois-BMN-V2.html"
"LYCAPHL",NA,-0.0817419775758207,-0.0816611526970194,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/LYCAPHL-full-run-only-Illinois-BMN-V2.html"
"MEGICYM",NA,-0.0196759425127801,-0.0196635952047258,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/MEGICYM-full-run-only-Illinois-BMN-V2.html"
"NATIOL",NA,0.0823588698983039,0.082483638571898,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/NATIOL-full-run-only-Illinois-BMN-V2.html"
"NYMANT",NA,-0.0117019392472037,-0.0114024662826922,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/NYMANT-full-run-only-Illinois-BMN-V2.html"
"PAPGLA",NA,-0.00172736051884841,-0.00172496156850527,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PAPGLA-full-run-only-Illinois-BMN-V2.html"
"PAPPOL",NA,0.0150404103936941,0.0150404583060056,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PAPPOL-full-run-only-Illinois-BMN-V2.html"
"PAPTRO",NA,0.0526772740675276,0.0532007801838676,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PAPTRO-full-run-only-Illinois-BMN-V2.html"
"PHOLCAT",NA,-0.0735723925949924,-0.0732029626627813,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PHOLCAT-full-run-only-Illinois-BMN-V2.html"
"PHYTHA",NA,0.00779010055923894,0.00783616803256338,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PHYTHA-full-run-only-Illinois-BMN-V2.html"
"PIERAP",NA,0.0237302588530385,0.0237302588530385,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PIERAP-full-run-only-Illinois-BMN-V2.html"
"POAHOB",NA,-0.0357125153052645,-0.0356405892512044,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POAHOB-full-run-only-Illinois-BMN-V2.html"
"POAMAS",NA,-0.166094250372104,-0.166094221512429,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POAMAS-full-run-only-Illinois-BMN-V2.html"
"POAZAB",NA,0.258601811062085,0.258601811062085,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POAZAB-full-run-only-Illinois-BMN-V2.html"
"POLIMYS",NA,-0.0669156400193174,-0.0669156400193174,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLIMYS-full-run-only-Illinois-BMN-V2.html"
"POLIORI",NA,-0.107034038848322,-0.106580193850891,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLIORI-full-run-only-Illinois-BMN-V2.html"
"POLIPEC",NA,-0.0401082841787724,-0.0397445868177821,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLIPEC-full-run-only-Illinois-BMN-V2.html"
"POLITHE",NA,-0.0590821127913506,-0.0586058872513629,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLITHE-full-run-only-Illinois-BMN-V2.html"
"POLYCOM",NA,0.0109593206061799,0.0112097318465899,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLYCOM-full-run-only-Illinois-BMN-V2.html"
"POLYINT",NA,0.120561184934852,0.120561184934852,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLYINT-full-run-only-Illinois-BMN-V2.html"
"POLYPRO",NA,-0.0125920875607085,-0.0125318752947421,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POLYPRO-full-run-only-Illinois-BMN-V2.html"
"POMVER",NA,-0.0265415046720506,-0.0265414850953439,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/POMVER-full-run-only-Illinois-BMN-V2.html"
"PONPRO",NA,-9.00777324441071e-16,-9.00777324441071e-16,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PONPRO-full-run-only-Illinois-BMN-V2.html"
"PYRCOM",NA,0.0139601401018299,0.0139601401101202,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/PYRCOM-full-run-only-Illinois-BMN-V2.html"
"SATACA",NA,-0.164564684660646,-0.164562627606337,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATACA-full-run-only-Illinois-BMN-V2.html"
"SATCA1",NA,-0.0472695846632161,-0.0472695846631894,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATCA1-full-run-only-Illinois-BMN-V2.html"
"SATEDW",NA,-0.0400394441851342,-0.0396909590127837,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATEDW-full-run-only-Illinois-BMN-V2.html"
"SATLIP",NA,-0.0108470072557207,-0.0105100131881812,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATLIP-full-run-only-Illinois-BMN-V2.html"
"SATTIT",NA,-0.0532592637575023,-0.0527525575757693,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATTIT-full-run-only-Illinois-BMN-V2.html"
"SATYAPP",NA,0.0156741457274316,0.0156741459365658,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATYAPP-full-run-only-Illinois-BMN-V2.html"
"SATYEUR",NA,-0.0945636915074913,-0.0945636911688505,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SATYEUR-full-run-only-Illinois-BMN-V2.html"
"SPEYAPH",NA,-0.0752693960652092,-0.0752692563586338,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SPEYAPH-full-run-only-Illinois-BMN-V2.html"
"SPEYCYB",NA,-0.0366321234450064,-0.036462847300638,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SPEYCYB-full-run-only-Illinois-BMN-V2.html"
"SPEYIDA",NA,0.0866817139831562,0.0868737546507333,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/SPEYIDA-full-run-only-Illinois-BMN-V2.html"
"STRMEL",NA,-0.00637392112681875,-0.00613598110206011,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/STRMEL-full-run-only-Illinois-BMN-V2.html"
"THOBAT",NA,-0.0540410186650686,-0.0540113022325846,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/THOBAT-full-run-only-Illinois-BMN-V2.html"
"THOPYL",NA,-0.0215818105058685,-0.0214249581108619,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/THOPYL-full-run-only-Illinois-BMN-V2.html"
"THYLIN",NA,-0.139948984650292,-0.139586311289324,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/THYLIN-full-run-only-Illinois-BMN-V2.html"
"VANATA",NA,-0.00983465145997296,-0.00982958179749646,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/VANATA-full-run-only-Illinois-BMN-V2.html"
"VANCAR",NA,-0.034255451954461,-0.0337363005370172,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/VANCAR-full-run-only-Illinois-BMN-V2.html"
"WALEGE",NA,-0.0262677785929998,-0.0260160257840457,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V2/WALEGE-full-run-only-Illinois-BMN-V2.html"
