"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data"
"CELLAD",0.8228,0.00238682921706172,0.00433090540883807,0.00277363343795109,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CELLAD-full-run-all-sources-V1.html",86384
"CELNEG",0.7221,-0.0203827090648978,-0.019640545210269,-0.0204278665016094,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CELNEG-full-run-all-sources-V1.html",4456
"CEROET",0.9615,-0.023329514427251,-0.0224939735297456,-0.0233362995483135,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CEROET-full-run-all-sources-V1.html",9078
"CERPEG",0.9388,-0.0503560206149899,-0.0498371496965282,-0.0500231713477012,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CERPEG-full-run-all-sources-V1.html",87555
"CERSTH",0.2761,-0.0207851777728922,-0.0201212932060133,-0.021573694799588,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CERSTH-full-run-all-sources-V1.html",9312
"CHLOHAR",0.5099,-0.0802049410283981,-0.0795265668388083,-0.0830868839712553,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOHAR-full-run-all-sources-V1.html",56062
"CHLOHOF",0.9955,0.0172050528275702,0.0181235464268763,0.0154390074361942,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOHOF-full-run-all-sources-V1.html",1697
"CHLOLAC",0.9107,0.0148521636115403,0.0158335901638855,0.0135450371724922,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOLAC-full-run-all-sources-V1.html",1390
"CHLOLEA",0.9997,-0.0377161941802015,-0.0367804824132917,-0.0377876917015851,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOLEA-full-run-all-sources-V1.html",391
"CHLONYC",0.8839,0.0177595671335925,0.0184193575982385,0.0171139063182805,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLONYC-full-run-all-sources-V1.html",78525
"CHLOPAL",0.9938,-0.013721008487339,-0.0130361826207714,-0.0132583872673484,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CHLOPAL-full-run-all-sources-V1.html",13525
"COETUL",0.9218,-0.033661212779597,-0.0328472856354303,-0.0335246184725214,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COETUL-full-run-all-sources-V1.html",69204
"COLALE",0.9235,-8.17755591971884e-05,0.000612201739356166,-0.000406674366394669,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLALE-full-run-all-sources-V1.html",9332
"COLCES",0.9237,-0.00504796127041545,-0.00416200307955039,-0.00446030480845672,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLCES-full-run-all-sources-V1.html",48641
"COLEU1",0.9982,0.00496971684205637,0.00548927208804517,0.00533506695771438,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLEU1-full-run-all-sources-V1.html",5954
"COLEU2",0.8225,-0.0332876366560795,-0.0326985618925422,-0.0329556139196082,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLEU2-full-run-all-sources-V1.html",71828
"COLINT",0.9695,-0.0236431327107029,-0.0226612263427732,-0.0246186312710209,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLINT-full-run-all-sources-V1.html",25014
"COLOCC",0.973,0.00311883402339641,0.00413758101629602,0.00283274145475444,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLOCC-full-run-all-sources-V1.html",7023
"COLPHI",0.9302,-0.0200126681820258,-0.0195522671955652,-0.0197544847596942,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COLPHI-full-run-all-sources-V1.html",63057
"COPAUR",0.9643,-0.00350681416343071,-0.00282078846729128,-0.00328563276785998,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/COPAUR-full-run-all-sources-V1.html",6933
"CYLGEM",0.79,0.0494937920245157,0.0499835652581812,0.0487934615998518,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/CYLGEM-full-run-all-sources-V1.html",15114
"DANGIL",0.9004,-0.00455476569409055,-0.0038883772760876,-0.00399934088136351,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DANGIL-full-run-all-sources-V1.html",9948
"DANPLE",0.8009,-0.00570377484386824,-0.00502098846238397,-0.00660925849174132,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DANPLE-full-run-all-sources-V1.html",91497
"DYMDYM",0.5572,-0.00306402909842026,-0.00222667143198318,-0.0030513587812929,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/DYMDYM-full-run-all-sources-V1.html",2834
"ENOANT",0.8596,0.00596600017954353,0.00681621510777841,0.00620256769834933,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOANT-full-run-all-sources-V1.html",72555
"ENOCRE",0.9082,-0.0012034785977536,-0.000651908082839138,-0.00167440762127003,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOCRE-full-run-all-sources-V1.html",5672
"ENOPOR",0.1976,-0.00907242182308943,-0.00769065511892064,-0.00861148497798597,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ENOPOR-full-run-all-sources-V1.html",18353
"EPACLA",0.8804,0.00511340967774898,0.00568028898756889,0.00556913944733401,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EPACLA-full-run-all-sources-V1.html",86622
"EREEPI",0.905,-0.0380930363482958,-0.0372229343966222,-0.0393192913049102,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EREEPI-full-run-all-sources-V1.html",7798
"ERYBAP",0.7787,0.0392946298132244,0.0399682571990024,0.0396064479065885,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYBAP-full-run-all-sources-V1.html",73788
"ERYBRI",0.823,-0.0230033474280719,-0.0224073239321103,-0.0235640858263562,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYBRI-full-run-all-sources-V1.html",85089
"ERYFUN",0.3476,-0.0144830751673555,-0.013697648214158,-0.013722961465646,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYFUN-full-run-all-sources-V1.html",76172
"ERYHOR",0.9078,0.0222182291000922,0.0229337072163021,0.0221861456080102,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYHOR-full-run-all-sources-V1.html",73652
"ERYICE",0.8273,-0.07125479511057,-0.0695112674408875,-0.0718373846898944,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYICE-full-run-all-sources-V1.html",80261
"ERYJUV",0.8396,-0.0254851281971847,-0.0250522838991272,-0.0253155964595233,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYJUV-full-run-all-sources-V1.html",74513
"ERYMAR",0.7948,-0.0584853713710219,-0.0578647690859759,-0.0582907039877004,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYMAR-full-run-all-sources-V1.html",77376
"ERYPAC",0.9361,0.0194893921281223,0.0199034100757933,0.0194280094359054,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPAC-full-run-all-sources-V1.html",13955
"ERYPER",0.8441,-0.0121417036355587,-0.0117948574289846,-0.0118749817629113,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPER-full-run-all-sources-V1.html",74846
"ERYPRO",0.9639,-0.0172171045382868,-0.0167897428819417,-0.0171689245479004,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYPRO-full-run-all-sources-V1.html",7264
"ERYTRI",0.7829,0.0652299467065285,0.0659514524849672,0.0655377866609333,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/ERYTRI-full-run-all-sources-V1.html",6442
"EUCAUS",0.9611,-0.110913222179415,-0.1104157947231,-0.111537423608161,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCAUS-full-run-all-sources-V1.html",12529
"EUCHYA",0.6534,0.0602870573397584,0.0606757296511251,0.0604497728975586,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCHYA-full-run-all-sources-V1.html",14209
"EUCOLY",0.9967,-0.0177794136934913,-0.0171548614801877,-0.0183357616733048,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUCOLY-full-run-all-sources-V1.html",70865
"EUPBAT",0.9123,0.000746321534350624,0.00134127530003703,-0.00135218394237691,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPBAT-full-run-all-sources-V1.html",11879
"EUPENO",0.8929,0.00312832716100298,0.00400367453748185,0.00226994346032587,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPENO-full-run-all-sources-V1.html",12043
"EUPHCHA",0.9379,-0.0476619566337215,-0.0470647419522496,-0.0476899151476268,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHCHA-full-run-all-sources-V1.html",14950
"EUPHEDI",0.7843,-0.0137935559024791,-0.0131469182913655,-0.0148492088105175,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHEDI-full-run-all-sources-V1.html",12905
"EUPHPHA",0.9192,-0.0510841899425546,-0.0496482552136346,-0.0510642423427648,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPHPHA-full-run-all-sources-V1.html",72405
"EUPTCLA",0.5166,0.014355995493196,0.0147588936957073,0.0146873476249973,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPTCLA-full-run-all-sources-V1.html",82902
"EUPYBIM",0.9989,-0.0192923118560531,-0.0178847438542249,-0.0212654258568834,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYBIM-full-run-all-sources-V1.html",74506
"EUPYCON",0.9493,-0.0424968764054862,-0.0421488965714005,-0.0426743818306602,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYCON-full-run-all-sources-V1.html",69064
"EUPYDIO",0.4672,0.0229774568580438,0.0242087391627796,0.0237581339843124,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYDIO-full-run-all-sources-V1.html",73382
"EUPYDUK",0.8511,0.0419297110059914,0.0429485760002994,0.0422284831423499,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYDUK-full-run-all-sources-V1.html",28484
"EUPYVES",0.8598,0.00121083570075907,0.00269216600963329,0.00137943187885629,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EUPYVES-full-run-all-sources-V1.html",84490
"EURLIS",0.9162,0.028551914317698,0.0294438742536105,0.029018764938239,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURLIS-full-run-all-sources-V1.html",73436
"EURMEX",0.9913,-0.0262821851763693,-0.0252074079261471,-0.02566648213226,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURMEX-full-run-all-sources-V1.html",7296
"EURNIC",0.7164,0.0449401766127737,0.0458985752488141,0.0439917965146951,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURNIC-full-run-all-sources-V1.html",34012
"EURYMAR",0.2923,0.032270960474966,0.0333518568978164,0.0323969435199139,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EURYMAR-full-run-all-sources-V1.html",65668
"EVEAMY",0.9926,-0.0166193250967846,-0.0161491900545949,-0.0164669321305291,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVEAMY-full-run-all-sources-V1.html",20276
"EVECOM",0.8627,0.00146813025103411,0.00185623852589156,0.00159508468612701,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/EVECOM-full-run-all-sources-V1.html",79180
"FENTAR",0.736,0.00959081755581516,0.0105224848981165,0.00979976618135457,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/FENTAR-full-run-all-sources-V1.html",74889
"GLALYG",0.792,-0.0293760176117704,-0.0284490543485809,-0.0340787993960988,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLALYG-full-run-all-sources-V1.html",83556
"GLAPIA",0.8813,-0.0140853142350936,-0.0134531244018472,-0.0154036239904682,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/GLAPIA-full-run-all-sources-V1.html",11460
"HABGRU",0.9254,-0.0765076689809682,-0.0759202771116447,-0.076871909337234,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HABGRU-full-run-all-sources-V1.html",6632
"HELIERI",0.9649,-0.00887058434221343,-0.00815233516950986,-0.00879118683560501,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HELIERI-full-run-all-sources-V1.html",7065
"HEMCER",0.8437,0.0527681730290699,0.0536438426577344,0.053183432426399,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMCER-full-run-all-sources-V1.html",6549
"HEMISO",0.6932,-0.0189282206614261,-0.0182461698948098,-0.0185824505348973,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HEMISO-full-run-all-sources-V1.html",17834
"HERSOS",0.9296,0.00602532793366137,0.00658895482225752,0.00563770776681599,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HERSOS-full-run-all-sources-V1.html",16065
"HESCOM",0.9762,-0.0207802258073602,-0.0194971868615994,-0.0241776432078679,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESCOM-full-run-all-sources-V1.html",56698
"HESJUB",0.9231,0.0189138614975607,0.019544360631464,0.0181004859855646,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESJUB-full-run-all-sources-V1.html",14583
"HESLEO",0.9866,-0.0546830058965376,-0.0540553333070224,-0.0549304752435263,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLEO-full-run-all-sources-V1.html",76128
"HESLIN",0.994,-0.0405002617005596,-0.0398822239580734,-0.0402586180721581,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESLIN-full-run-all-sources-V1.html",6304
"HESMET",0.6048,-0.0617104205622601,-0.0605030566018598,-0.0615725495825451,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESMET-full-run-all-sources-V1.html",63567
"HESNEV",0.7683,-0.0335627391549076,-0.0329829178325776,-0.0335717304980451,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESNEV-full-run-all-sources-V1.html",10423
"HESOTT",0.3503,-0.027790685400998,-0.0265793307022921,-0.0274725871126483,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESOTT-full-run-all-sources-V1.html",44430
"HESPAH",0.9068,-0.0416266357587114,-0.0409438712568448,-0.0415030452699596,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESPAH-full-run-all-sources-V1.html",5479
"HESSAS",0.7128,-0.0540888269027828,-0.0530839479671457,-0.0545326162649071,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESSAS-full-run-all-sources-V1.html",60695
"HESVIR",0.9989,-0.0271597974885143,-0.0265595694496632,-0.0266798291172024,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HESVIR-full-run-all-sources-V1.html",5692
"HYLPHY",0.9424,0.0397444654153126,0.0407361322092523,0.039228778246688,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/HYLPHY-full-run-all-sources-V1.html",6571
"JUNCOE",0.775,-0.012969683521925,-0.0119586034399672,-0.0124820548882045,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/JUNCOE-full-run-all-sources-V1.html",9368
"LEPMAR",0.717,-0.0105004301800205,-0.00974159399817509,-0.00991351631107262,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEPMAR-full-run-all-sources-V1.html",11681
"LERACC",0.7488,0.0207286060071671,0.0220298525844662,0.0209558312791898,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LERACC-full-run-all-sources-V1.html",10531
"LEROEUF",0.8962,-0.0112700348474589,-0.0103620309979973,-0.0104012075771003,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LEROEUF-full-run-all-sources-V1.html",12888
"LIBCAR",0.5692,-0.0030619031933172,-0.0016726774369431,-0.00297452579035513,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIBCAR-full-run-all-sources-V1.html",82158
"LIMARC",0.9688,-0.0143791204608062,-0.013553627855007,-0.014270840380375,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMARC-full-run-all-sources-V1.html",81999
"LIMART",0.9994,-0.03228416465826,-0.0312760126079813,-0.0322270287849251,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-all-sources-V1/LIMART-full-run-all-sources-V1.html",76540
