"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data","zeroes.missed.messy"
"CALLSPI",0.7125,0.000663136046030689,0.00142457915065053,-5.31705615947153e-05,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CALLSPI-full-run-only-NFJ-V2.html",1912,711
"CALNEM",0.9587,0.0495893971394177,0.0505024391255143,0.0494729446822136,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CALNEM-full-run-only-NFJ-V2.html",982,8671
"CALYCEC",0.8722,-0.00187303396638902,-0.000973288025155394,-0.00130163288813974,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CALYCEC-full-run-only-NFJ-V2.html",6764,611
"CARTPAL",0.9807,-0.00053332194953196,0.000182682567842818,-0.00370698052532765,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CARTPAL-full-run-only-NFJ-V2.html",5074,3
"CELLAD",0.8305,0.0115760111929507,0.0121239568702833,0.0119849410880619,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CELLAD-full-run-only-NFJ-V2.html",10495,4205
"CELNEG",0.7228,-0.0233699474064698,-0.0226807511193501,-0.0233357015140735,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CELNEG-full-run-only-NFJ-V2.html",1907,5344
"CEROET",0.9629,-0.0269709886939522,-0.0263192107781114,-0.0269662512383013,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CEROET-full-run-only-NFJ-V2.html",1191,1114
"CERPEG",0.9281,-0.026893139760178,-0.026248669887214,-0.0266392120315683,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CERPEG-full-run-only-NFJ-V2.html",10387,694
"CERSTH",0.3653,-0.0415414536078467,-0.0408981350522075,-0.0425521507820006,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CERSTH-full-run-only-NFJ-V2.html",1440,1186
"CHLOGOR",0.9535,-0.0531587447593106,-0.0526063917680792,-0.0536730101353618,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOGOR-full-run-only-NFJ-V2.html",4849,372
"CHLOHAR",0.5953,-0.0795361893857651,-0.0787738179698465,-0.082340860323701,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOHAR-full-run-only-NFJ-V2.html",3822,371
"CHLOHOF",0.9957,0.0154521560309463,0.0162899428006735,0.0135760443135407,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOHOF-full-run-only-NFJ-V2.html",310,389
"CHLOLAC",0.9153,0.0137940510614602,0.0144736083352659,0.0128568465069149,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOLAC-full-run-only-NFJ-V2.html",1223,390
"CHLOLEA",0.9996,-0.0404806941924132,-0.0396731246361836,-0.0403702442918162,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOLEA-full-run-only-NFJ-V2.html",148,387
"CHLONYC",0.9261,-0.00885784119463186,-0.0081722982508694,-0.00973613350267659,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLONYC-full-run-only-NFJ-V2.html",8441,340
"CHLOPAL",0.9897,0.01422214647873,0.0153231463098695,0.0125272359626406,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CHLOPAL-full-run-only-NFJ-V2.html",1603,342
"COETUL",0.8988,-0.00884689782487284,-0.00746202557952458,-0.00888306262119498,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COETUL-full-run-only-NFJ-V2.html",6957,891
"COLALE",0.9183,-0.00111302155560965,-8.00744676556775e-05,-0.00153716856156846,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLALE-full-run-only-NFJ-V2.html",1138,20691
"COLCES",0.9249,-0.00759325231245003,-0.00681215284654035,-0.00696546640396928,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLCES-full-run-only-NFJ-V2.html",5600,20654
"COLEU1",0.9981,0.0176166379204913,0.0185676094586356,0.0176967685132438,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLEU1-full-run-only-NFJ-V2.html",748,20881
"COLEU2",0.845,-0.030546380844218,-0.0300463871278769,-0.0302205479111342,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLEU2-full-run-only-NFJ-V2.html",11370,19781
"COLINT",0.9698,-0.0256553378715594,-0.0246821348786597,-0.0264295283463775,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLINT-full-run-only-NFJ-V2.html",3205,20736
"COLOCC",0.9734,0.00351306405592404,0.00428376114924234,0.00278388485571353,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLOCC-full-run-only-NFJ-V2.html",861,20834
"COLPHI",0.9352,-0.0186616597591865,-0.0180353512892157,-0.0186044403368059,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COLPHI-full-run-only-NFJ-V2.html",8266,19807
"COPAUR",0.9552,-0.00371659903057043,-0.0030689482882944,-0.00348736406371054,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/COPAUR-full-run-only-NFJ-V2.html",1538,2172
"CYLGEM",0.8871,0.00273584261963857,0.00326441339307271,0.00214633876392841,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/CYLGEM-full-run-only-NFJ-V2.html",4726,902
"DANGIL",0.8993,-0.00515040498887383,-0.00426488154530258,-0.00439975195629742,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/DANGIL-full-run-only-NFJ-V2.html",3593,1
"DANPLE",0.8209,0.0121978684260928,0.0128651666637398,0.01139012202919,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/DANPLE-full-run-only-NFJ-V2.html",11573,4
"DYMDYM",0.6097,-0.000357608253053721,0.000444857541869403,-0.0013379188566565,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/DYMDYM-full-run-only-NFJ-V2.html",852,205
"ENOANT",0.8947,0.00551615414032704,0.006380574905819,0.0054699132706208,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ENOANT-full-run-only-NFJ-V2.html",6872,832
"ENOCRE",0.9071,0.00165874510108358,0.00221777455287728,0.00144961499453123,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ENOCRE-full-run-only-NFJ-V2.html",2454,1012
"ENOPOR",0.3016,-0.012490607285664,-0.0114889648523495,-0.0118615232230114,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ENOPOR-full-run-only-NFJ-V2.html",5180,1002
"EPACLA",0.8901,0.00381354679102095,0.0044230497593496,0.00421763435221294,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EPACLA-full-run-only-NFJ-V2.html",10757,295
"EREEPI",0.904,-0.0545122998105347,-0.0538047505402535,-0.0542180143203105,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EREEPI-full-run-only-NFJ-V2.html",790,946
"ERYBAP",0.8532,0.0212154524423367,0.0218831603878386,0.0216737584382681,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYBAP-full-run-only-NFJ-V2.html",7760,1921
"ERYBRI",0.8582,-0.00476814892560769,-0.00421064009924033,-0.00464674835716509,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYBRI-full-run-only-NFJ-V2.html",9662,2111
"ERYFUN",0.4752,-0.00825668309456941,-0.00765850972803017,-0.00766054385335782,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYFUN-full-run-only-NFJ-V2.html",6421,1983
"ERYHOR",0.9079,0.0222304779663166,0.0228474043422451,0.0222291337267535,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYHOR-full-run-only-NFJ-V2.html",8097,1843
"ERYICE",0.8562,-0.0372630812276735,-0.0353971584700759,-0.0384929819308204,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYICE-full-run-only-NFJ-V2.html",7159,2086
"ERYJUV",0.8564,0.000161882432125301,0.00106626610392613,0.000207818354161589,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYJUV-full-run-only-NFJ-V2.html",8784,2034
"ERYMAR",0.8014,-0.0611842380599351,-0.0606322936028365,-0.0610830542108998,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYMAR-full-run-only-NFJ-V2.html",7817,2132
"ERYPAC",0.9426,0.0174154117794944,0.0178997273814703,0.0174099622742155,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYPAC-full-run-only-NFJ-V2.html",1783,2102
"ERYPER",0.8885,-0.00778462710255672,-0.00701151999546057,-0.00715204557354453,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYPER-full-run-only-NFJ-V2.html",5696,2107
"ERYPRO",0.9585,0.00611681605346268,0.00653652752348499,0.00607687857183364,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYPRO-full-run-only-NFJ-V2.html",1056,2087
"ERYTRI",0.8985,0.00248508977470499,0.00323481381383095,0.00281847622588964,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYTRI-full-run-only-NFJ-V2.html",1429,2079
"ERYZAR",0.9139,-0.0203681079578728,-0.0196786822185064,-0.0198196503677603,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/ERYZAR-full-run-only-NFJ-V2.html",2932,2041
"EUCAUS",0.9343,-0.0182475339216845,-0.0177518367253339,-0.0185499822448031,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUCAUS-full-run-only-NFJ-V2.html",2125,3820
"EUCHYA",0.6655,0.0447371215947876,0.0452002431729843,0.044862975168614,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUCHYA-full-run-only-NFJ-V2.html",1367,3875
"EUCOLY",0.9973,-0.00929933805123692,-0.00860646982725388,-0.00986005115572979,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUCOLY-full-run-only-NFJ-V2.html",5272,3932
"EUPBAT",0.9681,-0.0144504549292849,-0.0139429028681279,-0.0159501903932023,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPBAT-full-run-only-NFJ-V2.html",1511,5010
"EUPENO",0.8916,0.00271534523954722,0.00334590409268731,0.00229528869314393,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPENO-full-run-only-NFJ-V2.html",1632,4971
"EUPHCHA",0.9184,-0.00689824705567612,-0.00624505860336555,-0.00675017330869382,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPHCHA-full-run-only-NFJ-V2.html",1969,210
"EUPHEDI",0.4392,-0.05210525662025,-0.0515062000156654,-0.0527828625239831,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPHEDI-full-run-only-NFJ-V2.html",1680,254
"EUPHPHA",0.9365,-0.0190356090991322,-0.0177945293284836,-0.0189092315470326,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPHPHA-full-run-only-NFJ-V2.html",6218,297
"EUPTCLA",0.534,0.00748211791299584,0.00789164610184789,0.00783391807435839,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPTCLA-full-run-only-NFJ-V2.html",10155,40
"EUPYBIM",0.9991,-0.00758569252968381,-0.00630049499724983,-0.00962191933389136,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPYBIM-full-run-only-NFJ-V2.html",5373,2156
"EUPYCON",0.949,-0.0286920954524975,-0.0282130422920414,-0.0286135867424956,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPYCON-full-run-only-NFJ-V2.html",4509,2088
"EUPYDIO",0.4831,0.0209046435787919,0.0222005206971029,0.0217588633735856,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPYDIO-full-run-only-NFJ-V2.html",8051,2078
"EUPYDUK",0.8493,0.0408567559767555,0.0416147921733669,0.0410473755357483,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPYDUK-full-run-only-NFJ-V2.html",2287,2196
"EUPYVES",0.8553,0.00693793165385383,0.00853959455138753,0.00716510565448762,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EUPYVES-full-run-only-NFJ-V2.html",9750,1640
"EURLIS",0.931,0.0172678110457697,0.0181734002727598,0.0177707083034804,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EURLIS-full-run-only-NFJ-V2.html",8845,3645
"EURMEX",0.9878,-0.0215266808272999,-0.0206919587100276,-0.0209285845096712,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EURMEX-full-run-only-NFJ-V2.html",2010,3818
"EURNIC",0.7362,0.0257028708591604,0.0268072187624706,0.0247816189937929,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EURNIC-full-run-only-NFJ-V2.html",7231,3706
"EURYMAR",0.2909,0.020828970906973,0.0216425161320992,0.0211497485571804,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EURYMAR-full-run-only-NFJ-V2.html",6622,2423
"EVEAMY",0.9927,-0.0192733294639403,-0.0187985350944389,-0.0190504789601007,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EVEAMY-full-run-only-NFJ-V2.html",4320,5033
"EVECOM",0.8564,0.0146645675201027,0.0154692985084353,0.0147997418102041,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/EVECOM-full-run-only-NFJ-V2.html",9806,4321
"FENTAR",0.7763,-0.00349265102097703,-0.00259292507231559,-0.00333059877737798,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/FENTAR-full-run-only-NFJ-V2.html",8499,0
"GLALYG",0.9065,-0.0114414937834081,-0.0102749776729194,-0.0151622066512575,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/GLALYG-full-run-only-NFJ-V2.html",7664,4512
"GLAPIA",0.8742,-0.0127155169075065,-0.012271483981944,-0.0141008045688747,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/GLAPIA-full-run-only-NFJ-V2.html",1443,5100
"HABGRU",0.9425,-0.0820658610640309,-0.0814185948020529,-0.0824937434726937,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HABGRU-full-run-only-NFJ-V2.html",989,653
"HELIERI",0.9658,-0.0153389674275366,-0.0146240764457497,-0.0154840715246333,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HELIERI-full-run-only-NFJ-V2.html",1327,367
"HEMCER",0.849,0.050408512853138,0.051356410825623,0.0508855012267125,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HEMCER-full-run-only-NFJ-V2.html",3025,5130
"HEMISO",0.7198,-0.0215559083194362,-0.0210094055182939,-0.0211568020615552,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HEMISO-full-run-only-NFJ-V2.html",3076,5024
"HERSOS",0.9361,0.000608684693410869,0.0011687265842486,0.000115008203332767,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HERSOS-full-run-only-NFJ-V2.html",5043,887
"HESCOM",0.9784,-0.0173343378265231,-0.0159680876999886,-0.0206659989658257,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESCOM-full-run-only-NFJ-V2.html",4643,2162
"HESJUB",0.9303,-0.00942627194100952,-0.00872757001667201,-0.0104120970862399,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESJUB-full-run-only-NFJ-V2.html",1676,2219
"HESLEO",0.9535,0.0794793922678637,0.0810075758744091,0.0788982673327033,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESLEO-full-run-only-NFJ-V2.html",6284,2243
"HESLIN",0.9938,-0.0404620642345016,-0.0398493650746954,-0.0400406351107042,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESLIN-full-run-only-NFJ-V2.html",741,2229
"HESMET",0.5246,0.0158180249058052,0.0170231964299479,0.0160784703144484,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESMET-full-run-only-NFJ-V2.html",5880,2246
"HESNEV",0.748,-0.0339146602109177,-0.0335454882775088,-0.0342088931154361,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESNEV-full-run-only-NFJ-V2.html",1029,2240
"HESOTT",0.3448,-0.0402886226237122,-0.0393232912992505,-0.0398759674230228,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESOTT-full-run-only-NFJ-V2.html",1905,2235
"HESPAH",0.9088,-0.040694319230367,-0.0400126312837159,-0.0403238638923756,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESPAH-full-run-only-NFJ-V2.html",655,2243
